Cycle,True_labels,Predicted_labels,Errors,Run_times
49475,0,0,1,38.0089283
49476,0,0,1,37.0080471
49477,0,0,1,39.00933266
49478,0,0,1,37.00780869
49479,0,0,1,37.00852394
49480,0,0,1,37.00852394
49481,0,0,1,39.0086174
49482,0,0,1,38.0089283
49483,0,0,1,38.00868988
49484,0,0,1,39.0086174
49485,0,0,1,37.00828552
49486,0,0,1,36.00811958
49487,0,0,1,37.00876236
49488,0,0,1,43.00951958
49489,0,0,1,40.00902176
49490,0,0,1,38.00868988
49491,0,0,1,41.01085663
49492,0,0,1,40.00735283
49493,0,0,1,38.00964355
49494,0,0,1,44.00920868
49495,0,0,1,46.02003098
49496,0,0,1,38.0089283
49497,0,0,1,39.0086174
49498,0,0,1,39.00933266
49499,0,0,1,37.0080471
49500,0,0,1,37.00828552
49501,0,0,1,39.00885582
49502,0,0,1,37.00828552
49503,0,0,1,37.0080471
49504,0,0,1,39.00933266
49505,0,0,1,38.0089283
49506,0,0,1,37.00876236
49507,0,0,1,37.0080471
49508,0,0,1,39.0086174
49509,0,0,1,38.00940514
49510,0,0,1,37.00780869
49511,0,0,1,37.0080471
49512,0,0,1,40.00878334
49513,0,0,1,39.01028633
49514,0,0,1,40.00782967
49515,0,0,1,42.00983047
49516,0,0,1,39.00837898
49517,0,0,1,39.01004791
49518,0,0,1,39.00814056
49519,0,0,1,42.00863838
49520,0,0,1,41.01014137
49521,0,0,1,43.00951958
49522,0,0,1,42.00959206
49523,0,0,1,38.0089283
49524,0,0,1,38.00725937
49525,0,0,1,40.01021385
49526,0,0,1,40.0083065
49527,0,0,1,37.00971603
49528,0,0,1,37.00637817
49529,0,0,1,39.00933266
49530,0,0,1,37.00876236
49531,0,0,1,38.00916672
49532,0,0,1,39.00766373
49533,0,0,1,37.00876236
49534,0,0,1,37.00900078
49535,0,0,1,37.00733185
49536,0,0,1,41.00942612
49537,0,0,1,37.00828552
49538,0,0,1,37.00971603
49539,0,0,1,39.00766373
49540,0,0,1,37.00852394
49541,0,0,1,38.00845146
49542,0,0,1,36.00811958
49543,0,0,1,40.00902176
49544,0,0,1,37.00828552
49545,0,0,1,37.00900078
49546,0,0,1,40.0083065
49547,0,0,1,37.00947762
49548,0,0,1,37.00757027
49549,0,0,1,37.00852394
49550,0,0,1,39.75057602
49551,0,0,1,40.52352905
49552,0,0,1,36.99970245
49553,0,0,1,39.00790215
49554,0,0,1,38.27214241
49555,0,0,1,37.00685501
49556,0,0,1,36.01694107
49557,0,0,1,39.99185562
49558,0,0,1,37.00733185
49559,0,0,1,38.00106049
49560,0,0,1,38.99860382
49561,0,0,1,37.00900078
49562,0,0,1,38.00559044
49563,0,0,1,39.00790215
49564,0,0,1,37.01734543
49565,0,0,1,36.9811058
49566,0,0,1,36.99874878
49567,0,0,1,39.00432587
49568,0,0,1,37.00900078
49569,0,0,1,37.01591492
49570,0,0,1,38.98596764
49571,0,0,1,36.00716591
49572,0,0,1,37.76264191
49573,0,0,1,38.00916672
49574,0,0,1,39.00885582
49575,0,0,1,37.0118618
49576,0,0,1,37.00757027
49577,0,0,1,39.00885582
49578,0,0,1,38.01345825
49579,0,0,1,38.00868988
49580,0,0,1,37.01210022
49581,0,0,1,39.00814056
49582,0,0,1,37.00876236
49583,0,0,1,37.00852394
49584,0,0,1,39.00837898
49585,0,0,1,38.00868988
49586,0,0,1,37.01329231
49587,0,0,1,37.00852394
49588,0,0,1,39.01195526
49589,0,0,1,37.00852394
49590,0,0,1,38.00845146
49591,0,0,1,39.00885582
49592,0,0,1,37.35470772
49593,0,0,1,38.00868988
49594,0,0,1,37.00852394
49595,0,0,1,39.0086174
49596,0,0,1,37.01257706
49597,0,0,1,38.00940514
49598,0,0,1,39.00814056
49599,0,0,1,38.00821304
49600,0,0,1,36.00811958
49601,0,0,1,37.37163544
49602,0,0,1,38.52438927
49603,0,0,1,37.00780869
49604,0,0,1,37.01090813
49605,0,0,1,39.01004791
49606,0,0,1,36.00788116
49607,0,0,1,38.02275658
49608,0,0,1,37.00685501
49609,0,0,1,43.01357269
49610,0,0,1,38.00773621
49611,0,0,1,37.00828552
49612,0,0,1,40.01283646
49613,0,0,1,37.00876236
49614,0,0,1,37.00900078
49615,0,0,1,39.01195526
49616,0,0,1,39.00742531
49617,0,0,1,37.01233864
49618,0,0,1,37.0080471
49619,0,0,1,39.00885582
49620,0,0,1,37.01162338
49621,0,0,1,38.00868988
49622,0,0,1,37.0080471
49623,0,0,1,39.01529312
49624,0,0,1,38.00678253
49625,0,0,1,37.02306747
49626,0,0,1,40.00854492
49627,0,0,1,37.00780869
49628,0,0,1,39.01290894
49629,0,0,1,40.00997543
49630,0,0,1,41.01395607
49631,0,0,1,38.00845146
49632,0,0,1,40.00854492
49633,0,0,1,40.01498222
49634,0,0,1,38.00845146
49635,0,0,1,40.00902176
49636,0,0,1,38.00868988
49637,0,0,1,210.0787163
49638,0,0,1,37.04738617
49639,0,0,1,37.0221138
49640,0,0,1,37.00828552
49641,0,0,1,39.02292252
49642,0,0,1,37.00757027
49643,0,0,1,38.00940514
49644,0,0,1,39.02220726
49645,0,0,1,37.00971603
49646,0,0,1,37.0080471
49647,0,0,1,41.00847244
49648,0,0,1,39.00885582
49649,0,0,1,37.02092171
49650,0,0,1,38.00868988
49651,0,0,1,43.01118851
49652,0,0,1,39.01433945
49653,0,0,1,40.00926018
49654,0,0,1,44.01040077
49655,0,0,1,39.00885582
49656,0,0,1,39.00718689
49657,0,0,1,40.02356529
49658,0,0,1,42.00959206
49659,0,0,1,40.02165794
49660,0,0,1,40.00878334
49661,0,0,1,39.00933266
49662,0,0,1,38.02156448
49663,0,0,1,37.00709343
49664,0,0,1,37.02235222
49665,0,0,1,41.00847244
49666,0,0,1,37.00900078
49667,0,0,1,37.02139854
49668,0,0,1,41.00751877
49669,0,0,1,37.00971603
49670,0,0,1,38.00845146
49671,0,0,1,36.00788116
49672,0,0,1,39.01314735
49673,0,0,1,37.0080471
49674,0,0,1,38.00964355
49675,0,0,1,40.00806808
49676,0,0,1,37.0092392
49677,0,0,1,38.00845146
49678,0,0,1,39.00766373
49679,0,0,1,37.01019287
49680,0,0,1,37.02044487
49681,0,0,1,38.0089283
49682,0,0,1,40.0083065
49683,0,0,1,38.00797462
49684,0,0,1,37.00828552
49685,0,0,1,39.00909424
49686,0,0,1,37.00900078
49687,0,0,1,38.00749779
49688,0,0,1,38.00821304
49689,0,0,1,39.01100159
49690,0,0,1,37.00947762
49691,0,0,1,37.01925278
49692,0,0,1,42.00959206
49693,0,0,1,38.00940514
49694,0,0,1,37.00947762
49695,0,0,1,37.00780869
49696,0,0,1,39.00718689
49697,0,0,1,39.01028633
49698,0,0,1,38.00725937
49699,0,0,1,39.00980949
49700,0,0,1,38.00725937
49701,0,0,1,37.00971603
49702,0,0,1,37.00828552
49703,0,0,1,40.0083065
49704,0,0,1,38.00797462
49705,0,0,1,38.00988197
49706,0,0,1,39.0086174
49707,0,0,1,37.00876236
49708,0,0,1,38.00654411
49709,0,0,1,39.01028633
49710,0,0,1,38.00702095
49711,0,0,1,37.01019287
49712,0,0,1,37.00757027
49713,0,0,1,40.00902176
49714,0,0,1,37.00852394
49715,0,0,1,38.00821304
49716,0,0,1,39.00837898
49717,0,0,1,37.00828552
49718,0,0,1,37.00852394
49719,0,0,1,38.00845146
49720,0,0,1,39.00909424
49721,0,0,1,38.00916672
49722,0,0,1,38.00702095
49723,0,0,1,39.01076317
49724,0,0,1,37.00733185
49725,0,0,1,38.00821304
49726,0,0,1,38.01059723
49727,0,0,1,40.00782967
49728,0,0,1,38.00797462
49729,0,0,1,38.00845146
49730,0,0,1,39.00885582
49731,0,0,1,37.0080471
49732,0,0,1,37.00995445
49733,0,0,1,38.00702095
49734,0,0,1,40.0094986
49735,0,0,1,37.00876236
49736,0,0,1,38.00749779
49737,0,0,1,39.00885582
49738,0,0,1,38.01107407
49739,0,0,1,37.00613976
49740,0,0,1,39.01004791
49741,0,0,1,38.00845146
49742,0,0,1,38.00702095
49743,0,0,1,37.00971603
49744,0,0,1,40.00806808
49745,0,0,1,37.00828552
49746,0,0,1,37.00780869
49747,0,0,1,39.0086174
49748,0,0,1,38.0089283
49749,0,0,1,37.00828552
49750,0,0,1,37.00971603
49751,0,0,1,40.00735283
49752,0,0,1,38.00845146
49753,0,0,1,38.00916672
49754,0,0,1,39.00790215
49755,0,0,1,37.00876236
49756,0,0,1,37.00947762
49757,0,0,1,38.00702095
49758,0,0,1,40.00878334
49759,0,0,1,38.01107407
49760,0,0,1,37.00613976
49761,0,0,1,39.00885582
49762,0,0,1,37.00852394
49763,0,0,1,37.0080471
49764,0,0,1,38.00821304
49765,0,0,1,41.00942612
49766,0,0,1,38.00868988
49767,0,0,1,39.00909424
49768,0,0,1,40.00902176
49769,0,0,1,38.00845146
49770,0,0,1,39.00980949
49771,0,0,1,40.00926018
49772,0,0,1,41.00775719
49773,0,0,1,37.0092392
49774,0,0,1,37.00757027
49775,0,0,1,38.01012039
49776,0,0,1,38.00749779
49777,0,0,1,37.0080471
49778,0,0,1,37.00995445
49779,0,0,1,40.0083065
49780,0,0,1,37.00661659
49781,0,0,1,37.01090813
49782,0,0,1,39.00694847
49783,0,0,1,37.00971603
49784,0,0,1,37.00852394
49785,0,0,1,37.00828552
49786,0,0,1,40.0094986
49787,0,0,1,38.00678253
49788,0,0,1,39.01004791
49789,0,0,1,40.0083065
49790,0,0,1,37.00876236
49791,0,0,1,40.00878334
49792,0,0,1,40.0094986
49793,0,0,1,43.00951958
49794,0,0,1,39.00766373
49795,0,0,1,39.01100159
49796,0,0,1,41.0091877
49797,0,0,1,39.00694847
49798,0,0,1,41.00942612
49799,0,0,1,39.00909424
49800,0,0,1,41.00847244
49801,0,0,1,38.00868988
49802,0,0,1,37.00876236
49803,0,0,1,40.00926018
49804,0,0,1,37.00757027
49805,0,0,1,38.00940514
49806,0,0,1,38.00868988
49807,0,0,1,39.00837898
49808,0,0,1,37.00757027
49809,0,0,1,37.00900078
49810,0,0,1,39.00980949
49811,0,0,1,207.0455551
49812,0,0,1,38.03539276
49813,0,0,1,37.02068329
49814,0,0,1,39.02339935
49815,0,0,1,38.02108765
49816,0,0,1,37.00828552
49817,0,0,1,39.52550888
49818,0,0,1,37.00852394
49819,0,0,1,39.00742531
49820,0,0,1,37.00995445
49821,0,0,1,40.00854492
49822,0,0,1,37.0092392
49823,0,0,1,37.00757027
49824,0,0,1,40.00902176
49825,0,0,1,38.00773621
49826,0,0,1,37.01019287
49827,0,0,1,37.05787659
49828,0,0,1,41.00871086
49829,0,0,1,37.01758385
49830,0,0,1,38.0089283
49831,0,0,1,40.00926018
49832,0,0,1,37.00947762
49833,0,0,1,47.00922966
49834,0,0,1,44.00968552
49835,0,0,1,45.01962662
49836,0,0,1,43.01071167
49837,0,0,1,43.00904274
49838,0,0,1,42.00935364
49839,0,0,1,39.00933266
49840,0,0,1,41.00823402
49841,0,0,1,38.0089283
49842,0,0,1,41.0091877
49843,0,0,1,37.00089455
49844,0,0,1,39.01696205
49845,0,0,1,40.00902176
49846,0,0,1,36.99922562
49847,0,0,1,37.56380081
49848,0,0,1,40.00759125
49849,0,0,1,38.00964355
49850,0,0,1,37.0092392
49851,0,0,1,38.00654411
49852,0,0,1,40.00854492
49853,0,0,1,36.00859642
49854,0,0,1,37.0080471
49855,0,0,1,39.00957108
49856,0,0,1,38.00845146
49857,0,0,1,37.00852394
49858,0,0,1,37.00757027
49859,0,0,1,40.00973701
49860,0,0,1,37.00900078
49861,0,0,1,41.00894928
49862,0,0,1,39.00909424
49863,0,0,1,38.00845146
49864,0,0,1,37.00852394
49865,0,0,1,37.0080471
49866,0,0,1,41.00894928
49867,0,0,1,37.00757027
49868,0,0,1,38.00916672
49869,0,0,1,39.00933266
49870,0,0,1,37.00900078
49871,0,0,1,37.0080471
49872,0,0,1,38.00725937
49873,0,0,1,40.00973701
49874,0,0,1,37.00733185
49875,0,0,1,37.01043129
49876,0,0,1,39.00814056
49877,0,0,1,38.0089283
49878,0,0,1,37.00757027
49879,0,0,1,40.0083065
49880,0,0,1,38.01012039
49881,0,0,1,37.00780869
49882,0,0,1,36.00811958
49883,0,0,1,39.00909424
49884,0,0,1,37.00852394
49885,0,0,1,37.0080471
49886,0,0,1,38.00773621
49887,0,0,1,37.00947762
49888,0,0,1,38.00797462
49889,0,0,1,37.00876236
49890,0,0,1,39.00837898
49891,0,0,1,38.00868988
49892,0,0,1,37.00852394
49893,0,0,1,38.0089283
49894,0,0,1,37.00757027
49895,0,0,1,37.00971603
49896,0,0,1,37.00780869
49897,0,0,1,40.00806808
49898,0,0,1,37.00876236
49899,0,0,1,39.00885582
49900,0,0,1,41.00894928
49901,0,0,1,37.0080471
49902,0,0,1,40.00806808
49903,0,0,1,39.01076317
49904,0,0,1,41.00894928
49905,0,0,1,40.00782967
49906,0,0,1,40.00973701
49907,0,0,1,41.0091877
49908,0,0,1,38.00797462
49909,0,0,1,38.00988197
49910,0,0,1,39.00885582
49911,0,0,1,38.00868988
49912,0,0,1,37.00685501
49913,0,0,1,37.00971603
49914,0,0,1,39.00885582
49915,0,0,1,39.00742531
49916,0,0,1,38.00821304
49917,0,0,1,39.01028633
49918,0,0,1,37.00780869
49919,0,0,1,38.00821304
49920,0,0,1,37.00971603
49921,0,0,1,41.00751877
49922,0,0,1,37.0092392
49923,1,0,1,38.00821304
49924,1,0,1,39.00909424
49925,1,0,1,37.24265099
49926,1,0,1,39.00885582
49927,1,0,1,40.00926018
49928,1,0,1,44.0094471
49929,1,0,1,39.00957108
49930,1,0,1,40.0083065
49931,1,0,1,42.00959206
49932,1,0,1,39.00885582
49933,1,0,1,40.0094986
49934,1,0,1,39.00814056
49935,1,0,1,41.00942612
49936,1,0,1,38.0089283
49937,1,0,1,37.00947762
49938,1,0,1,40.0083065
49939,1,0,1,41.00894928
49940,1,0,1,37.16731071
49941,1,0,1,36.00811958
49942,1,0,1,40.0083065
49943,1,0,1,37.00852394
49944,1,0,1,38.00821304
49945,1,0,1,40.01045227
49946,1,0,1,37.00757027
49947,1,0,1,37.00780869
49948,1,0,1,37.00876236
49949,1,0,1,39.00885582
49950,1,0,1,37.00852394
49951,1,0,1,37.39023209
49952,1,0,1,39.00837898
49953,1,0,1,37.00971603
49954,1,0,1,38.00773621
49955,1,0,1,37.00876236
49956,1,0,1,39.00790215
49957,1,0,1,37.68086433
49958,1,0,1,37.00876236
49959,1,0,1,39.00718689
49960,1,0,1,37.00995445
49961,1,0,1,37.00733185
49962,1,0,1,37.00900078
49963,1,0,1,40.00759125
49964,1,0,1,37.0092392
49965,1,0,1,36.00788116
49966,1,0,1,39.00933266
49967,1,0,1,36.00716591
49968,1,0,1,37.0092392
49969,1,0,1,37.00828552
49970,1,0,1,40.0094986
49971,1,0,1,37.00995445
49972,1,0,1,37.00566292
49973,1,0,1,39.75248337
49974,1,0,1,37.29820251
49975,1,0,1,38.00797462
49976,1,0,1,38.00845146
49977,1,0,1,39.00933266
49978,1,0,1,36.008358
49979,1,0,1,37.00780869
49980,1,0,1,39.00933266
49981,1,0,1,38.00749779
49982,1,0,1,36.00907326
49983,1,0,1,37.00852394
49984,1,0,1,211.0478878
49985,1,0,1,36.00764275
49986,1,0,1,38.00916672
49987,1,0,1,37.0080471
49988,1,0,1,38.0089283
49989,1,0,1,37.00733185
49990,1,0,1,37.0080471
49991,1,0,1,38.00868988
49992,1,0,1,38.00845146
49993,1,0,1,37.45341301
49994,1,0,1,39.00957108
49995,1,0,1,37.00780869
49996,1,0,1,39.00909424
49997,1,0,1,37.00828552
49998,1,0,1,40.00878334
49999,1,0,1,38.01751137
50000,1,0,1,36.99922562
50001,1,0,1,39.00980949
50002,1,0,1,37.00757027
50003,1,0,1,42.00983047
50004,1,0,1,37.00828552
50005,1,0,1,39.00790215
50006,1,0,1,37.84775734
50007,1,0,1,38.00868988
50008,1,0,1,39.00885582
50009,1,0,1,38.00964355
50010,1,0,1,38.00821304
50011,1,0,1,38.00582886
50012,1,0,1,39.00980949
50013,1,0,1,36.008358
50014,1,0,1,37.00780869
50015,1,0,1,49.01146889
50016,1,0,1,38.00821304
50017,1,0,1,38.00821304
50018,1,0,1,37.00852394
50019,1,0,1,39.00837898
50020,1,0,1,36.00764275
50021,1,0,1,37.0092392
50022,1,0,1,40.00926018
50023,1,0,1,37.0080471
50024,1,0,1,37.00995445
50025,1,0,1,38.00630569
50026,1,0,1,36.00740433
50027,1,0,1,36.00859642
50028,1,0,1,37.00780869
50029,1,0,1,39.00933266
50030,1,0,1,36.00859642
50031,1,0,1,37.00709343
50032,1,0,1,39.00909424
50033,1,0,1,37.00947762
50034,1,0,1,37.00709343
50035,1,0,1,38.00797462
50036,1,0,1,43.01047325
50037,1,0,1,38.00940514
50038,1,0,1,39.00742531
50039,1,0,1,41.00942612
50040,1,0,1,41.00990295
50041,1,0,1,40.00926018
50042,1,0,1,38.0089283
50043,1,0,1,40.0083065
50044,1,0,1,38.00868988
50045,1,0,1,38.13171387
50046,1,0,1,39.00814056
50047,1,0,1,38.00702095
50048,1,0,1,37.00947762
50049,1,0,1,37.00828552
50050,1,0,1,39.00957108
50051,1,0,1,38.00821304
50052,1,0,1,37.00852394
50053,1,0,1,40.00902176
50054,1,0,1,37.0080471
50055,1,0,1,37.00828552
50056,1,0,1,38.00940514
50057,1,0,1,38.00821304
50058,1,0,1,37.00876236
50059,1,0,1,38.00749779
50060,1,0,1,40.01140594
50061,1,0,1,38.00654411
50062,1,0,1,38.00845146
50063,1,0,1,40.00997543
50064,1,0,1,41.00775719
50065,1,0,1,40.00997543
50066,1,0,1,39.00837898
50067,1,0,1,41.00894928
50068,1,0,1,41.00894928
50069,1,0,1,40.01045227
50070,1,0,1,41.00942612
50071,1,0,1,39.00766373
50072,1,0,1,39.00980949
50073,1,0,1,38.00773621
50074,1,0,1,40.00902176
50075,1,0,1,39.00933266
50076,1,0,1,38.00773621
50077,1,0,1,39.00885582
50078,1,0,1,37.00995445
50079,1,0,1,37.00757027
50080,1,0,1,39.00909424
50081,1,0,1,39.00885582
50082,1,0,1,38.00749779
50083,1,0,1,37.00828552
50084,1,0,1,39.00885582
50085,1,0,1,38.01012039
50086,1,0,1,37.00709343
50087,1,0,1,39.8478508
50088,1,0,1,38.01012039
50089,1,0,1,37.00757027
50090,1,0,1,36.00883484
50091,1,0,1,39.00837898
50092,1,0,1,38.00916672
50093,1,0,1,37.00780869
50094,1,0,1,39.00814056
50095,1,0,1,38.00749779
50096,1,0,1,38.01083565
50097,1,0,1,37.00661659
50098,1,0,1,39.01028633
50099,1,0,1,36.81302071
50100,1,0,1,39.01004791
50101,1,0,1,40.00782967
50102,1,0,1,37.0092392
50103,1,0,1,37.0080471
50104,1,0,1,39.52145576
50105,1,0,1,40.01021385
50106,1,0,1,37.00733185
50107,1,0,1,37.00828552
50108,1,0,1,39.00814056
50109,1,0,1,37.00947762
50110,1,0,1,37.28914261
50111,1,0,1,37.00757027
50112,1,1,0,40.00973701
50113,1,1,0,38.00797462
50114,1,1,0,37.00900078
50115,1,1,0,39.30091858
50116,1,1,0,37.00876236
50117,1,1,0,37.00757027
50118,1,0,1,38.00821304
50119,1,1,0,39.00980949
50120,1,1,0,39.00742531
50121,1,1,0,37.00947762
50122,1,1,0,40.0094986
50123,1,1,0,36.00716591
50124,1,1,0,39.00933266
50125,1,1,0,37.00780869
50126,1,0,1,41.0091877
50127,1,1,0,37.00852394
50128,1,1,0,37.52350807
50129,1,1,0,38.18702698
50130,1,1,0,38.00868988
50131,1,1,0,37.42051125
50132,1,1,0,37.0080471
50133,1,1,0,41.00966454
50134,1,1,0,38.00845146
50135,1,1,0,37.00900078
50136,1,1,0,39.0086174
50137,1,1,0,38.00845146
50138,1,1,0,38.00821304
50139,1,1,0,36.00883484
50140,1,1,0,39.0086174
50141,1,1,0,38.00821304
50142,1,1,0,38.00868988
50143,1,1,0,39.00837898
50144,1,1,0,39.00957108
50145,1,1,0,38.00821304
50146,1,1,0,38.00797462
50147,1,1,0,40.01069069
50148,1,1,0,38.00725937
50149,1,1,0,39.00909424
50150,1,1,0,39.0086174
50151,1,1,0,38.00821304
50152,1,1,0,38.0089283
50153,1,1,0,37.00852394
50154,1,1,0,40.0094986
50155,1,1,0,37.00828552
50156,1,1,0,37.00852394
50157,1,1,0,39.01028633
50158,1,1,0,205.0452232
50159,1,1,0,38.00940514
50160,1,1,0,37.00780869
50161,1,1,0,38.00845146
50162,1,1,0,38.00868988
50163,1,1,0,38.00797462
50164,1,1,0,39.00909424
50165,1,1,0,38.00821304
50166,1,1,0,37.00828552
50167,1,1,0,38.00845146
50168,1,1,0,39.01124001
50169,1,1,0,38.00630569
50170,1,1,0,38.00797462
50171,1,1,0,42.01054573
50172,1,1,0,39.00837898
50173,1,1,0,39.00909424
50174,1,1,0,39.00837898
50175,1,1,0,42.01078415
50176,1,1,0,39.00790215
50177,1,1,0,39.00814056
50178,1,1,0,42.01006889
50179,1,1,0,38.00916672
50180,1,1,0,37.00757027
50181,1,1,0,37.00900078
50182,1,1,0,39.00885582
50183,1,1,0,37.0080471
50184,1,1,0,37.00828552
50185,1,1,0,40.0094986
50186,1,1,0,37.00828552
50187,1,1,0,37.0080471
50188,1,1,0,37.0080471
50189,1,1,0,40.00997543
50190,1,1,0,37.00780869
50191,1,1,0,38.0089283
50192,1,1,0,39.00837898
50193,1,1,0,37.00876236
50194,1,1,0,37.0080471
50195,1,1,0,39.01076317
50196,1,1,0,38.00797462
50197,1,1,0,38.00702095
50198,1,1,0,37.00900078
50199,1,1,0,41.00942612
50200,1,1,0,39.00790215
50201,1,1,0,39.00885582
50202,1,1,0,45.01008987
50203,1,1,0,39.01028633
50204,1,1,0,40.00735283
50205,1,1,0,40.01069069
50206,1,1,0,42.00792313
50207,1,1,0,40.01045227
50208,1,1,0,39.00790215
50209,1,1,0,39.00980949
50210,1,1,0,38.00773621
50211,1,1,0,37.00828552
50212,1,1,0,39.00885582
50213,1,1,0,40.00902176
50214,1,1,0,37.0092392
50215,1,1,0,38.00916672
50216,1,1,0,39.00742531
50217,1,1,0,37.00852394
50218,1,1,0,37.00828552
50219,1,1,0,37.0080471
50220,1,1,0,40.00902176
50221,1,1,0,37.00852394
50222,1,1,0,37.00852394
50223,1,1,0,39.0086174
50224,1,1,0,38.0089283
50225,1,1,0,37.0080471
50226,1,1,0,40.00926018
50227,1,1,0,37.00828552
50228,1,1,0,38.00845146
50229,1,1,0,37.0092392
50230,1,1,0,39.00814056
50231,1,1,0,37.0092392
50232,1,1,0,37.00685501
50233,1,1,0,39.00957108
50234,1,1,0,37.00828552
50235,1,1,0,38.00868988
50236,1,1,0,37.00852394
50237,1,1,0,39.00980949
50238,1,1,0,37.00757027
50239,1,1,0,38.0089283
50240,1,1,0,39.00814056
50241,1,1,0,37.00852394
50242,1,1,0,37.00780869
50243,1,1,0,37.00900078
50244,1,1,0,42.00983047
50245,1,1,0,38.43951225
50246,1,1,0,36.00764275
50247,1,1,0,40.00878334
50248,1,1,0,37.00828552
50249,1,1,0,37.00900078
50250,1,1,0,37.00423241
50251,1,1,0,43.00880432
50252,1,1,0,38.00797462
50253,1,1,0,37.00876236
50254,1,1,0,40.00878334
50255,1,1,0,37.00828552
50256,1,1,0,38.01012039
50257,1,1,0,38.00797462
50258,1,1,0,38.00845146
50259,1,1,0,37.00757027
50260,1,1,0,37.00828552
50261,1,1,0,40.01045227
50262,1,1,0,37.00685501
50263,1,1,0,38.00868988
50264,1,1,0,39.00885582
50265,1,1,0,38.0089283
50266,1,1,0,37.0080471
50267,1,1,0,37.00828552
50268,1,1,0,40.00902176
50269,1,1,0,37.00876236
50270,1,1,0,37.00780869
50271,1,1,0,39.00885582
50272,1,1,0,37.00876236
50273,1,1,0,38.00940514
50274,1,1,0,37.00685501
50275,1,1,0,40.0094986
50276,1,1,0,37.00780869
50277,1,1,0,37.0092392
50278,1,1,0,39.00790215
50279,1,1,0,37.0092392
50280,1,1,0,39.0086174
50281,1,1,0,37.0092392
50282,1,1,0,39.00814056
50283,1,1,0,37.00828552
50284,1,1,0,37.00828552
50285,1,1,0,39.01004791
50286,1,1,0,37.00685501
50287,1,1,0,38.00988197
50288,1,1,0,38.00773621
50289,1,1,0,40.00926018
50290,1,1,0,37.00828552
50291,1,1,0,37.00780869
50292,1,1,0,40.0094986
50293,1,1,0,37.00876236
50294,1,1,0,38.00845146
50295,1,1,0,37.0092392
50296,1,1,0,40.01879692
50297,1,1,0,36.99827194
50298,1,1,0,38.00916672
50299,1,1,0,40.00926018
50300,1,1,0,37.00780869
50301,1,1,0,38.00797462
50302,1,1,0,38.00821304
50303,1,1,0,40.64297676
50304,1,1,0,37.00852394
50305,1,1,0,38.00821304
50306,1,1,0,40.00902176
50307,1,1,0,37.00852394
50308,1,1,0,38.00916672
50309,1,1,0,37.0080471
50310,1,1,0,42.00911522
50311,1,1,0,38.00797462
50312,1,1,0,44.01063919
50313,1,1,0,41.00871086
50314,1,1,0,40.0094986
50315,1,1,0,38.00964355
50316,1,1,0,39.00766373
50317,1,1,0,43.01023483
50318,1,1,0,38.00916672
50319,1,1,0,38.00773621
50320,1,1,0,38.00821304
50321,1,0,1,38.00868988
50322,1,0,1,37.0080471
50323,1,1,1,38.00940514
50324,1,1,1,39.00837898
50325,1,1,1,40.00902176
50326,1,1,1,37.00828552
50327,1,1,1,39.00885582
50328,1,1,1,37.00852394
50329,1,1,1,38.00821304
50330,1,1,1,36.00811958
50331,1,1,1,206.0472965
50332,1,1,1,37.00828552
50333,1,1,1,36.88335419
50334,1,1,1,36.99994087
50335,1,0,0,39.00790215
50336,1,0,0,38.0089283
50337,1,0,0,41.00942612
50338,1,0,0,46.00954056
50339,1,0,0,39.00885582
50340,1,0,0,39.00980949
50341,1,0,0,40.00806808
50342,1,0,0,39.00909424
50343,1,0,0,41.00894928
50344,1,0,0,41.00990295
50345,1,0,0,43.00928116
50346,1,0,0,38.00821304
50347,1,1,1,37.01782227
50348,1,1,1,39.00051117
50349,1,1,1,38.00797462
50350,1,1,1,37.51540184
50351,1,1,1,37.00828552
50352,1,1,1,40.00902176
50353,1,1,1,38.00940514
50354,1,1,1,38.00797462
50355,1,1,1,40.00997543
50356,1,1,1,36.00764275
50357,1,1,1,37.00828552
50358,1,1,1,37.00757027
50359,1,1,1,38.76447678
50360,1,1,1,37.00661659
50361,1,1,1,37.00852394
50362,1,1,1,40.00902176
50363,1,1,1,37.00852394
50364,1,1,1,38.0089283
50365,1,1,1,37.00757027
50366,1,1,1,41.00966454
50367,1,1,1,38.00916672
50368,1,1,1,37.35637665
50369,1,1,1,39.00957108
50370,1,1,1,37.30583191
50371,1,1,1,37.0092392
50372,1,1,1,39.00790215
50373,1,1,1,37.01043129
50374,1,1,1,38.00702095
50375,1,1,1,37.00876236
50376,1,1,1,39.00885582
50377,1,1,1,37.00900078
50378,1,1,1,38.00773621
50379,1,1,1,41.00942612
50380,1,1,1,37.00971603
50381,1,1,1,38.00725937
50382,1,1,1,36.67855263
50383,1,1,1,39.50333595
50384,1,1,1,38.00773621
50385,1,1,1,38.00988197
50386,1,1,1,39.52288628
50387,1,1,1,38.00988197
50388,1,1,1,37.5225544
50389,1,1,1,38.00868988
50390,1,1,1,39.00885582
50391,1,1,1,38.02251816
50392,1,1,1,38.00821304
50393,1,1,1,39.61277008
50394,1,1,1,37.00566292
50395,1,1,1,38.00988197
50396,1,1,1,37.00709343
50397,1,1,1,39.01004791
50398,1,1,1,38.00702095
50399,1,1,1,37.01019287
50400,1,1,1,40.00782967
50401,1,1,1,37.00876236
50402,1,1,1,38.00964355
50403,1,1,1,39.00694847
50404,1,1,1,38.01012039
50405,1,1,1,40.00711441
